year,municipality,municipality_id,district,district_id,community,community_id,typology,layout,rent_type,volume,value,shape_Length,shape_Area
2020,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,1 bed,All types,426.000000000000000,25304383.000000000000000,3019.581274332108933,275069.788534589868505
2020,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,2 beds,All types,341.000000000000000,27604762.000000000000000,3019.581274332108933,275069.788534589868505
2020,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,3 beds,All types,78.000000000000000,9895483.000000000000000,3019.581274332108933,275069.788534589868505
2020,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,7+ beds,All types,1.000000000000000,170000.000000000000000,3019.581274332108933,275069.788534589868505
2020,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,studio,All types,6.000000000000000,265000.000000000000000,3019.581274332108933,275069.788534589868505
2021,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,1 bed,All types,578.000000000000000,32638734.000000000000000,3019.581274332108933,275069.788534589868505
2021,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,2 beds,All types,307.000000000000000,24536520.000000000000000,3019.581274332108933,275069.788534589868505
2021,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,3 beds,All types,158.000000000000000,19747326.000000000000000,3019.581274332108933,275069.788534589868505
2021,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,7+ beds,All types,5.000000000000000,870000.000000000000000,3019.581274332108933,275069.788534589868505
2021,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,studio,All types,8.000000000000000,330500.000000000000000,3019.581274332108933,275069.788534589868505
2022,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,1 bed,All types,594.000000000000000,32396452.000000000000000,3019.581274332108933,275069.788534589868505
2022,Abu Dhabi City,41,Al Reem Island,57,RR2,696,All property types,2 beds,All types,332.000000000000000,25671859.000000000000000,3019.581274332108933,275069.788534589868505
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,All types,36.000000000000000,10250400.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,All types,24.000000000000000,5937750.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,All types,34.000000000000000,8371873.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,All types,31.000000000000000,7741501.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,All types,35.000000000000000,8373657.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,All types,37.000000000000000,7231100.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,All types,29.000000000000000,5876200.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,All types,37.000000000000000,7231100.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,All types,29.000000000000000,5876200.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,All types,35.000000000000000,8373657.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,All types,34.000000000000000,8371873.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,All types,24.000000000000000,5937750.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,All types,36.000000000000000,10250400.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,All types,31.000000000000000,7741501.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,All types,13.000000000000000,2455000.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,All types,24.000000000000000,4776100.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,All types,9.000000000000000,1816000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,All types,20.000000000000000,4060200.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,All types,8.000000000000000,1817250.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,All types,27.000000000000000,6556407.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,All types,8.000000000000000,1997000.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,All types,26.000000000000000,6374873.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,All types,10.000000000000000,2588000.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,All types,13.000000000000000,3269750.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,7+ beds,All types,1.000000000000000,80000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,All types,10.000000000000000,2372500.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,All types,23.000000000000000,7142900.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,7+ beds,All types,3.000000000000000,735000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,All types,9.000000000000000,2543000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,All types,21.000000000000000,5168501.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,7+ beds,All types,1.000000000000000,30000.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,new,32.000000000000000,6151100.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,renewal,5.000000000000000,1080000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,new,8.000000000000000,1806000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,renewal,21.000000000000000,4070200.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,new,15.000000000000000,3906192.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,renewal,20.000000000000000,4467465.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,new,15.000000000000000,3909863.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,renewal,19.000000000000000,4462010.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,new,12.000000000000000,2948750.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,renewal,12.000000000000000,2989000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,new,21.000000000000000,6255000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,renewal,15.000000000000000,3995400.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,new,14.000000000000000,3556000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,All beds,renewal,17.000000000000000,4185501.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,All types,13.000000000000000,2455000.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,All types,24.000000000000000,4776100.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,All types,9.000000000000000,1816000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,All types,20.000000000000000,4060200.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,All types,8.000000000000000,1817250.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,All types,27.000000000000000,6556407.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,All types,8.000000000000000,1997000.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,All types,26.000000000000000,6374873.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,All types,10.000000000000000,2588000.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,All types,13.000000000000000,3269750.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,7+ beds,All types,1.000000000000000,80000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,All types,10.000000000000000,2372500.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,All types,23.000000000000000,7142900.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,7+ beds,All types,3.000000000000000,735000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,All types,9.000000000000000,2543000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,All types,21.000000000000000,5168501.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,7+ beds,All types,1.000000000000000,30000.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,new,9.000000000000000,1615000.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,renewal,4.000000000000000,840000.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,new,23.000000000000000,4536100.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,renewal,1.000000000000000,240000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,new,1.000000000000000,196000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,renewal,8.000000000000000,1620000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,new,7.000000000000000,1610000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,renewal,13.000000000000000,2450200.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,new,4.000000000000000,1000000.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,renewal,4.000000000000000,817250.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,new,11.000000000000000,2906192.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,renewal,16.000000000000000,3650215.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,new,4.000000000000000,1105000.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,renewal,4.000000000000000,892000.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,new,11.000000000000000,2804863.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,renewal,15.000000000000000,3570010.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,new,4.000000000000000,1055000.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,renewal,6.000000000000000,1533000.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,new,7.000000000000000,1813750.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,renewal,6.000000000000000,1456000.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,7+ beds,new,1.000000000000000,80000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,new,6.000000000000000,1415000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,renewal,4.000000000000000,957500.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,new,13.000000000000000,4345000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,renewal,10.000000000000000,2797900.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,7+ beds,new,2.000000000000000,495000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,7+ beds,renewal,1.000000000000000,240000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,new,4.000000000000000,1280000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,4 beds,renewal,5.000000000000000,1263000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,new,10.000000000000000,2276000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,5 beds,renewal,11.000000000000000,2892501.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,All property types,7+ beds,renewal,1.000000000000000,30000.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,new,32.000000000000000,6151100.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,renewal,5.000000000000000,1080000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,new,8.000000000000000,1806000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,renewal,21.000000000000000,4070200.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,new,15.000000000000000,3906192.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,renewal,20.000000000000000,4467465.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,new,15.000000000000000,3909863.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,renewal,19.000000000000000,4462010.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,new,12.000000000000000,2948750.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,renewal,12.000000000000000,2989000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,new,21.000000000000000,6255000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,renewal,15.000000000000000,3995400.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,new,14.000000000000000,3556000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,All beds,renewal,17.000000000000000,4185501.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,new,9.000000000000000,1615000.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,renewal,4.000000000000000,840000.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,new,23.000000000000000,4536100.000000000000000,2851.821563392933513,424107.941511510638520
2019,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,renewal,1.000000000000000,240000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,new,1.000000000000000,196000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,renewal,8.000000000000000,1620000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,new,7.000000000000000,1610000.000000000000000,2851.821563392933513,424107.941511510638520
2020,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,renewal,13.000000000000000,2450200.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,new,4.000000000000000,1000000.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,renewal,4.000000000000000,817250.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,new,11.000000000000000,2906192.000000000000000,2851.821563392933513,424107.941511510638520
2021,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,renewal,16.000000000000000,3650215.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,new,4.000000000000000,1105000.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,renewal,4.000000000000000,892000.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,new,11.000000000000000,2804863.000000000000000,2851.821563392933513,424107.941511510638520
2022,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,renewal,15.000000000000000,3570010.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,new,4.000000000000000,1055000.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,renewal,6.000000000000000,1533000.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,new,7.000000000000000,1813750.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,renewal,6.000000000000000,1456000.000000000000000,2851.821563392933513,424107.941511510638520
2023,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,7+ beds,new,1.000000000000000,80000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,new,6.000000000000000,1415000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,renewal,4.000000000000000,957500.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,new,13.000000000000000,4345000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,renewal,10.000000000000000,2797900.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,7+ beds,new,2.000000000000000,495000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,7+ beds,renewal,1.000000000000000,240000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,new,4.000000000000000,1280000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,4 beds,renewal,5.000000000000000,1263000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,new,10.000000000000000,2276000.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,5 beds,renewal,11.000000000000000,2892501.000000000000000,2851.821563392933513,424107.941511510638520
2025,Abu Dhabi City,41,Yas Island,1330,YS3_02,4589,Villa / Townhouse,7+ beds,renewal,1.000000000000000,30000.000000000000000,2851.821563392933513,424107.941511510638520
2024,Abu Dhabi City,41,Yas Island,1330,YN2,5168,All property types,All beds,All types,8.000000000000000,3270240.000000000000000,5304.844230745084133,968666.736395960557275
2025,Abu Dhabi City,41,Yas Island,1330,YN2,5168,All property types,All beds,All types,6.000000000000000,2085000.000000000000000,5304.844230745084133,968666.736395960557275
2024,Abu Dhabi City,41,Yas Island,1330,YN2,5168,Villa / Townhouse,All beds,All types,8.000000000000000,3270240.000000000000000,5304.844230745084133,968666.736395960557275
2025,Abu Dhabi City,41,Yas Island,1330,YN2,5168,Villa / Townhouse,All beds,All types,6.000000000000000,2085000.000000000000000,5304.844230745084133,968666.736395960557275
2024,Abu Dhabi City,41,Yas Island,1330,YN2,5168,All property types,4 beds,All types,6.000000000000000,2270240.000000000000000,5304.844230745084133,968666.736395960557275
2024,Abu Dhabi City,41,Yas Island,1330,YN2,5168,All property types,5 beds,All types,2.000000000000000,1000000.000000000000000,5304.844230745084133,968666.736395960557275
2025,Abu Dhabi City,41,Yas Island,1330,YN2,5168,All property types,4 beds,All types,2.000000000000000,640000.000000000000000,5304.844230745084133,968666.736395960557275
2025,Abu Dhabi City,41,Yas Island,1330,YN2,5168,All property types,5 beds,All types,4.000000000000000,1445000.000000000000000,5304.844230745084133,968666.736395960557275
2024,Abu Dhabi City,41,Yas Island,1330,YN2,5168,All property types,All beds,new,8.000000000000000,3270240.000000000000000,5304.844230745084133,968666.736395960557275
2025,Abu Dhabi City,41,Yas Island,1330,YN2,5168,All property types,All beds,new,6.000000000000000,2085000.000000000000000,5304.844230745084133,968666.736395960557275
2024,Abu Dhabi City,41,Yas Island,1330,YN2,5168,Villa / Townhouse,4 beds,All types,6.000000000000000,2270240.000000000000000,5304.844230745084133,968666.736395960557275
2024,Abu Dhabi City,41,Yas Island,1330,YN2,5168,Villa / Townhouse,5 beds,All types,2.000000000000000,1000000.000000000000000,5304.844230745084133,968666.736395960557275
2025,Abu Dhabi City,41,Yas Island,1330,YN2,5168,Villa / Townhouse,4 beds,All types,2.000000000000000,640000.000000000000000,5304.844230745084133,968666.736395960557275
2025,Abu Dhabi City,41,Yas Island,1330,YN2,5168,Villa / Townhouse,5 beds,All types,4.000000000000000,1445000.000000000000000,5304.844230745084133,968666.736395960557275
2024,Abu Dhabi City,41,Yas Island,1330,YN2,5168,All property types,4 beds,new,6.000000000000000,2270240.000000000000000,5304.844230745084133,968666.736395960557275
2024,Abu Dhabi City,41,Yas Island,1330,YN2,5168,All property types,5 beds,new,2.000000000000000,1000000.000000000000000,5304.844230745084133,968666.736395960557275
